player_id,family_name,given_name,total_games_played,n_minutes_played,n_tournaments,n_tournaments_played,total_final_match_played,n_wc_wins,total_goals,total_penalty_scored,Segm K-means PCA,Segment
P-05050,Bertoni,Daniel,11,879,2,2,1,1,4,0,1,1
P-03221,Jansen,Wim,14,1243,2,2,2,0,0,0,1,1
P-03059,Fàbregas,Cesc,10,381,3,3,1,1,0,0,1,1
P-02237,Iniesta,Andrés,14,1202,4,4,1,1,2,0,1,1
P-02456,Maier,Sepp,18,1680,4,3,1,1,0,0,1,1
P-02465,Krol,Ruud,14,1290,2,2,2,0,1,0,1,1
P-03386,Hummels,Mats,8,689,2,2,1,1,2,0,1,1
P-08703,Rossi,Paolo,14,1206,3,2,1,1,9,0,1,1
P-07636,Leonardo,not applicable,11,830,2,2,1,1,0,0,1,1
P-09623,Giroud,Olivier,12,716,2,2,1,1,1,0,1,1
P-09952,Ronaldinho,not applicable,10,767,2,2,1,1,2,1,1,1
P-09417,Del Piero,Alessandro,12,506,3,3,1,1,2,0,1,1
P-09366,Haan,Arie,13,1200,2,2,2,0,2,0,1,1
P-09300,Kohler,Jürgen,13,1200,3,3,1,1,0,0,1,1
P-06410,Messi,Lionel,19,1626,4,4,1,0,6,0,1,1
P-05599,Denílson,not applicable,12,382,2,2,2,1,0,0,1,1
P-05466,Bonhof,Rainer,10,900,2,2,1,1,1,0,1,1
P-05458,Özil,Mesut,16,1422,3,3,1,1,2,0,1,1
P-05795,Littbarski,Pierre,18,1180,3,3,2,1,3,0,1,1
P-07202,Kempes,Mario,18,1447,3,3,1,1,6,0,1,1
P-07605,Silva,Gilberto,16,1324,3,3,1,1,0,0,1,1
P-07597,Podolski,Lukas,15,1222,3,3,0,1,5,0,1,1
P-07393,Berthold,Thomas,18,1564,3,3,2,1,0,0,1,1
P-06930,Xavi,not applicable,15,1127,4,4,1,1,0,0,1,1
P-06922,Olguín,Jorge,12,1110,2,2,1,1,0,0,1,1
P-06875,Casillas,Iker,17,1620,4,4,1,1,0,0,1,1
P-01770,Thuram,Lilian,16,1524,3,3,2,1,2,0,1,1
P-00500,Conti,Bruno,11,940,2,2,1,1,1,0,1,1
P-01182,Förster,Karlheinz,14,1301,2,2,2,0,0,0,1,1
P-01527,Lúcio,not applicable,17,1530,3,3,1,1,0,0,1,1
P-01388,Houseman,René,12,705,2,2,1,1,4,0,1,1
P-07489,Romário,not applicable,8,725,2,2,1,1,5,0,1,1
P-07255,Buchwald,Guido,10,930,2,2,1,1,0,0,1,1
P-00766,Boateng,Jérôme,14,1195,3,3,1,1,0,0,1,1
P-07351,Zito,not applicable,10,900,3,2,2,2,1,0,1,1
P-07436,Taffarel,Cláudio,18,1680,3,3,2,1,0,0,1,1
P-07272,Piazza,not applicable,9,781,2,2,1,1,0,0,1,1
P-06554,Neuer,Manuel,16,1500,3,3,1,1,0,0,1,1
P-06519,Torres,Fernando,14,731,3,3,1,1,4,1,1,1
P-06305,Tarantini,Alberto,12,1071,2,2,1,1,1,0,1,1
P-06400,Varane,Raphaël,12,1020,2,2,1,1,1,0,1,1
P-06999,Henry,Thierry,17,1175,4,4,1,1,6,0,1,1
P-07205,Zagallo,Mário,12,1080,2,2,2,2,2,0,1,1
P-07128,Desailly,Marcel,10,932,2,2,1,1,0,0,1,1
P-07138,Bellini,Hilderaldo,8,720,3,2,1,2,0,0,1,1
P-06750,Ferrari,Giovanni,9,900,2,2,2,2,2,0,1,1
P-09343,Didi,not applicable,15,1380,3,3,2,2,3,0,1,1
P-09457,Schäfer,Hans,15,1350,3,3,1,1,7,0,1,1
P-09247,Pirlo,Andrea,11,973,3,3,1,1,1,0,1,1
P-00227,Charlton,Bobby,14,1218,4,3,1,1,4,0,1,1
P-00260,Mertesacker,Per,19,1666,3,3,1,1,0,0,1,1
P-00040,Galván,Luis,12,1110,2,2,1,1,0,0,1,1
P-00132,Buffon,Gianluigi,14,1303,5,4,1,1,0,0,1,1
P-09652,Banks,Gordon,9,840,2,2,1,1,0,0,1,1
P-08519,Schiaffino,Juan Alberto,9,840,2,2,0,1,5,0,1,1
P-08148,Rahn,Helmut,10,900,2,2,1,1,10,0,1,1
P-08975,Rummenigge,Karl-Heinz,19,1274,3,3,2,0,9,0,1,1
P-08637,Trezeguet,David,12,719,3,3,1,1,1,0,1,1
P-08651,Santos,Djalma,12,1110,4,4,2,2,1,1,1,1
P-00371,Höttges,Horst-Dieter,10,762,3,3,1,1,0,0,1,1
P-03585,Schumacher,Harald,14,1320,2,2,2,0,0,0,1,1
P-03621,Meazza,Giuseppe,9,900,2,2,2,2,3,1,1,1
P-01918,Causio,Franco,11,748,3,3,1,1,1,0,1,1
P-03473,Kroos,Toni,14,1023,3,3,1,1,3,0,1,1
P-04025,Garrincha,not applicable,12,1080,3,3,2,2,5,0,1,1
P-03810,Monzeglio,Eraldo,5,540,2,2,1,2,0,0,1,1
P-03795,Pelé,not applicable,14,1260,4,4,2,3,12,0,1,1
P-03789,Monti,Luis,9,870,2,2,2,1,2,0,1,1
P-03861,Hölzenbein,Bernd,9,672,2,2,1,1,1,0,1,1
P-03875,Zoff,Dino,17,1530,4,3,1,1,0,0,1,1
P-03234,Hurst,Geoff,6,600,2,2,1,1,5,0,1,1
P-02665,Fillol,Ubaldo,13,1200,3,3,1,1,0,0,1,1
P-02228,Illgner,Bodo,12,1110,2,2,1,1,0,0,1,1
P-02216,Breitner,Paul,14,1261,2,2,2,1,4,1,1,1
P-02255,Burruchaga,Jorge,14,1233,2,2,2,1,3,0,1,1
P-02986,Augenthaler,Klaus,9,840,2,2,1,1,0,0,1,1
P-02761,Baresi,Franco,10,919,3,2,1,1,0,0,1,1
P-05505,Jongbloed,Jan,12,1090,2,2,2,0,0,0,1,1
P-05954,Bebeto,not applicable,15,1191,3,3,2,1,6,0,1,1
P-06099,Barthez,Fabien,17,1614,3,3,2,1,0,0,1,1
P-01219,Vavá,not applicable,10,900,2,2,2,2,9,0,1,1
P-05905,Moore,Bobby,14,1320,3,3,1,1,0,0,1,1
P-05887,Grabowski,Jürgen,11,757,3,2,1,1,1,0,1,1
P-01606,Graziani,Francesco,10,572,2,2,1,1,1,0,1,1
P-04619,Wilson,Ray,10,930,2,2,1,1,0,0,1,1
P-04233,Ramos,Mauro,6,540,3,1,1,2,0,0,1,1
P-04356,Beckenbauer,Franz,18,1692,3,3,2,1,5,0,1,1
P-01626,Djorkaeff,Youri,9,660,2,2,1,1,1,1,1,1
P-04732,Lloris,Hugo,14,1260,3,3,1,1,0,0,1,1
P-01461,Tostão,not applicable,7,608,2,2,1,1,3,0,1,1
P-01405,Peters,Martin,9,831,2,2,1,1,2,0,1,1
P-04824,Eckel,Horst,10,900,2,2,1,1,0,0,1,1
P-04950,Gilmar,not applicable,14,1260,3,3,2,2,0,0,1,1
P-04894,Santos,Nílton,15,1380,4,3,2,2,1,0,1,1
P-04896,Seeler,Uwe,21,1980,4,4,1,0,9,0,1,1
