manager_id,n_appearances,n_wc,goals_difference,win_rate,lose_rate,draw_rate,n_wc_wins_rate,C-1,C-2,C-3,Segm K-means PCA,Segment
M-029,7,2,-2,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.0,0.5317720129892577,0.6465352007808348,-0.5730697039643574,-1,
M-031,8,2,-6,0.125,0.375,0.5,0.0,-0.019956360315599622,2.0308061205942995,0.8775451183839671,-1,
M-037,4,1,-6,0.0,0.5,0.5,0.0,-1.346093084124252,0.9179750341227586,1.3395573469055704,-1,
M-039,4,1,0,0.25,0.25,0.5,0.0,-0.02250580034913746,0.09215623329245266,1.7123083733045044,-1,
M-048,5,1,5,0.6,0.0,0.4,0.0,1.4840338427414634,-0.8973598619159382,1.6062044597643368,-1,
M-050,7,2,-3,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.0,0.30017557960259317,1.8117787740180182,1.369484247523168,-1,
M-052,4,1,1,0.25,0.25,0.5,0.0,0.058498458147331456,0.043414973577028296,1.7231225052421706,-1,
M-056,9,2,-3,0.1111111111111111,0.3333333333333333,0.5555555555555556,0.0,0.39823076557836085,2.0991227147361755,1.1384042750591095,-1,
M-060,8,2,8,0.375,0.25,0.375,0.0,1.7164004648421394,0.6672011481093393,0.6644547643609036,-1,
M-062,6,1,16,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.0,2.276413577946669,-1.7325492740674246,0.49889220678928875,-1,
M-063,7,1,7,0.5714285714285714,0.0,0.42857142857142855,0.0,1.8383828597075258,-0.6617003531678358,1.639721518675624,-1,
M-066,7,1,5,0.5714285714285714,0.14285714285714285,0.2857142857142857,0.0,1.4075005980413007,-0.733196226801284,0.8496881851736325,-1,
M-068,3,1,-1,0.0,0.3333333333333333,0.6666666666666666,0.0,-0.744529302154475,0.7522153760540475,2.3434043409969525,-1,
M-076,10,2,3,0.4,0.2,0.4,0.0,1.6764753428867232,1.1255311773521417,0.6690341089906338,-1,
M-082,9,2,-1,0.2222222222222222,0.4444444444444444,0.3333333333333333,0.0,0.5142408943223183,1.5017310316329717,0.10156520163649972,-1,
M-083,13,3,8,0.46153846153846156,0.15384615384615385,0.38461538461538464,0.0,3.0489223546921846,1.9926577125710807,0.15349431854253992,-1,
M-085,4,1,1,0.25,0.25,0.5,0.0,0.058498458147331456,0.043414973577028296,1.7231225052421706,-1,
M-090,2,1,-2,0.0,0.5,0.5,0.0,-1.2563631420678492,0.4846203591278562,1.4894213810001333,-1,
M-095,2,2,-4,0.0,1.0,0.0,0.0,-1.9206480918657372,0.8934159383076766,-1.624354959788781,-1,
M-096,6,1,9,0.8333333333333334,0.16666666666666666,0.0,0.0,1.9540722215500852,-1.944082742992974,-0.26803514149018504,-1,
M-099,3,2,-7,0.0,1.0,0.0,0.0,-2.0465173213904073,1.1588345355205523,-1.7101011087737286,-1,
M-100,9,3,-13,0.2222222222222222,0.7777777777777778,0.0,0.0,-0.6464006049880898,2.5950806665420485,-2.223879877297974,-1,
M-101,3,1,-1,0.0,0.3333333333333333,0.6666666666666666,0.0,-0.744529302154475,0.7522153760540475,2.3434043409969525,-1,
M-103,7,1,11,0.8571428571428571,0.14285714285714285,0.0,0.0,2.3129920685835974,-1.9731677055512924,-0.27039003699890324,-1,
M-105,5,1,5,0.6,0.0,0.4,0.0,1.4840338427414634,-0.8973598619159382,1.6062044597643368,-1,
M-107,6,2,-7,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.0,-0.823026159513162,1.3579796199368661,-0.7682956305431824,-1,
M-108,7,1,4,0.5714285714285714,0.2857142857142857,0.14285714285714285,0.0,1.057622594871544,-0.8534333601501566,0.07046898360930748,-1,
M-113,4,1,1,0.25,0.0,0.75,0.0,0.5290275113255846,0.3391271614395481,3.067831377088824,-1,
M-115,3,1,0,0.0,0.0,1.0,0.0,-0.0361529727536685,1.0977570334886493,4.147163635396823,-1,
M-119,10,2,4,0.4,0.4,0.2,0.0,1.3810563588405895,0.8402201673467016,-0.39591885654902276,-1,
M-120,18,3,7,0.3888888888888889,0.2777777777777778,0.3333333333333333,0.0,3.2137230380591215,2.7317109236245036,-0.4891416981146973,-1,
M-121,4,1,1,0.25,0.0,0.75,0.0,0.5290275113255846,0.3391271614395481,3.067831377088824,-1,
M-122,7,2,0,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.0,0.6937805299821955,0.5490526813499862,-0.5514414400890252,-1,
M-124,7,2,-4,0.14285714285714285,0.5714285714285714,0.2857142857142857,0.0,-0.31857616824045076,1.5225632476048487,-0.17814002366781598,-1,
M-128,9,2,2,0.5555555555555556,0.2222222222222222,0.2222222222222222,0.0,1.6648786232386805,0.5129179567196769,-0.053152477007320516,-1,
M-133,4,1,1,0.25,0.25,0.5,0.0,0.058498458147331456,0.043414973577028296,1.7231225052421706,-1,
M-136,13,3,5,0.46153846153846156,0.3076923076923077,0.23076923076923078,0.0,2.516353238785391,1.9569047607250343,-0.7064612291760913,-1,
M-143,3,1,-1,0.0,0.3333333333333333,0.6666666666666666,0.0,-0.744529302154475,0.7522153760540475,2.3434043409969525,-1,
M-148,11,2,7,0.5454545454545454,0.2727272727272727,0.18181818181818182,0.0,2.1943010300541625,0.4813597787641513,-0.33545504981074853,-1,
M-151,3,1,-1,0.0,0.3333333333333333,0.6666666666666666,0.0,-0.744529302154475,0.7522153760540475,2.3434043409969525,-1,
M-154,4,1,4,0.5,0.0,0.5,0.0,1.1390729664330392,-0.6361800481070045,2.063431135828106,-1,
M-156,11,3,-3,0.18181818181818182,0.36363636363636365,0.45454545454545453,0.0,1.1180729289499582,2.969917641842805,0.17282299811893698,-1,
M-158,4,1,1,0.25,0.25,0.5,0.0,0.058498458147331456,0.043414973577028296,1.7231225052421706,-1,
M-162,3,1,-3,0.0,0.3333333333333333,0.6666666666666666,0.0,-0.9065378191474127,0.8496978954848962,2.3217760771216205,-1,
M-164,3,1,0,0.0,0.0,1.0,0.0,-0.0361529727536685,1.0977570334886493,4.147163635396823,-1,
M-165,6,2,-6,0.0,0.6666666666666666,0.3333333333333333,0.0,-0.9867103540953918,1.8619606471549612,-0.06625307388970543,-1,
M-167,2,1,-3,0.0,0.5,0.5,0.0,-1.3373674005643181,0.5333616188432805,1.478607249062467,-1,
M-171,5,2,-13,0.0,0.8,0.2,0.0,-1.9218325378971457,1.9262414802363188,-0.805826309266301,-1,
M-172,7,2,1,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.0,1.043658533151952,0.6692898146988587,0.22777776147530002,-1,
M-178,9,2,4,0.4444444444444444,0.2222222222222222,0.3333333333333333,0.0,1.6637615048458194,0.7839169619111747,0.42929473667855245,-1,
M-181,7,1,10,0.8571428571428571,0.14285714285714285,0.0,0.0,2.2319878100871287,-1.924426445835868,-0.2812041689365694,-1,
M-182,5,1,1,0.2,0.2,0.6,0.0,0.19634127882410893,0.3875689152961906,2.1461290538542954,-1,
M-184,7,2,-1,0.2857142857142857,0.5714285714285714,0.14285714285714285,0.0,0.13416956703069746,0.9025775082298446,-0.7381791347540839,-1,
M-186,4,1,3,0.25,0.0,0.75,0.0,0.6910360283185224,0.2416446420086993,3.089459640964156,-1,
M-190,4,1,0,0.25,0.25,0.5,0.0,-0.02250580034913746,0.09215623329245266,1.7123083733045044,-1,
M-196,16,4,-3,0.375,0.375,0.25,0.0,2.404800809612859,3.8145323265285893,-1.3587458146928946,-1,
M-197,7,1,12,0.7142857142857143,0.14285714285714285,0.14285714285714285,0.0,2.1842633672983247,-1.5481470050379857,0.3329056018380292,-1,
M-199,9,2,5,0.2222222222222222,0.4444444444444444,0.3333333333333333,0.0,1.0002664453011318,1.2092834733404256,0.16644999326249663,-1,
M-201,20,5,-11,0.4,0.45,0.15,0.0,2.5596671510599376,5.412357112593622,-2.568301141363663,-1,
M-202,3,1,-3,0.0,0.3333333333333333,0.6666666666666666,0.0,-0.9065378191474127,0.8496978954848962,2.3217760771216205,-1,
M-208,5,1,7,0.6,0.2,0.2,0.0,1.2696191171917988,-1.2314121316368027,0.5520656261623464,-1,
M-209,5,1,0,0.2,0.2,0.6,0.0,0.11533702032764001,0.4363101750116149,2.1353149219166294,-1,
M-221,7,2,-1,0.2857142857142857,0.5714285714285714,0.14285714285714285,0.0,0.13416956703069746,0.9025775082298446,-0.7381791347540839,-1,
M-222,5,1,9,0.8,0.2,0.0,0.0,1.725253777879175,-1.9921613953878752,-0.2557802196212944,-1,
M-224,7,2,0,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.0,0.7529213148737414,1.1917930346430141,0.8094451364369002,-1,
M-225,7,2,-3,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.0,0.4507677544927889,0.6952764604962591,-0.5838838359020236,-1,
M-227,3,1,2,0.3333333333333333,0.0,0.6666666666666666,0.0,0.6152324503966664,-0.1051700598092386,2.7863350498405337,-1,
M-236,5,1,6,0.6,0.2,0.2,0.0,1.18861485869533,-1.1826708719213783,0.5412514942246803,-1,
M-238,14,3,19,0.6428571428571429,0.14285714285714285,0.21428571428571427,0.0,4.343994865739003,0.987383754482649,-0.4737416597928693,-1,
M-239,7,1,-1,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.0,0.17399459793417046,-0.30494349440860063,-0.15952523880641592,-1,
M-241,4,1,0,0.25,0.25,0.5,0.0,-0.02250580034913746,0.09215623329245266,1.7123083733045044,-1,
M-246,11,2,0,0.36363636363636365,0.2727272727272727,0.36363636363636365,0.0,1.3603383626748449,1.4255183643359612,0.3429133990428365,-1,
M-248,5,1,3,0.4,0.0,0.6,0.0,1.0283991820540876,-0.13661059816486595,2.414050305547977,-1,
M-256,3,1,-1,0.0,0.3333333333333333,0.6666666666666666,0.0,-0.744529302154475,0.7522153760540475,2.3434043409969525,-1,
M-257,3,1,-1,0.0,0.3333333333333333,0.6666666666666666,0.0,-0.744529302154475,0.7522153760540475,2.3434043409969525,-1,
M-259,10,3,3,0.2,0.4,0.4,0.0,1.4452076302012384,2.454965606856361,0.020010787952008714,-1,
M-260,5,3,-4,0.2,0.6,0.2,0.0,-0.08396315164032833,1.963610584241303,-0.8649364672292312,-1,
M-264,10,3,-6,0.3,0.6,0.1,0.0,0.4865591330376348,2.3254338218450523,-1.5678205517937958,-1,
M-266,11,2,1,0.5454545454545454,0.2727272727272727,0.18181818181818182,0.0,1.7082754790753485,0.7738073370566975,-0.40033984143674545,-1,
M-267,4,1,-2,0.25,0.25,0.5,0.0,-0.18451431734207524,0.18963875272330133,1.6906801094291721,-1,
M-271,12,2,6,0.4166666666666667,0.25,0.3333333333333333,0.0,2.0841382449778223,1.1032823680732176,0.256804381618822,-1,
M-277,6,2,-3,0.16666666666666666,0.5,0.3333333333333333,0.0,-0.18532309007511769,1.3601560396501817,0.17143347843858434,-1,
M-279,6,2,-6,0.0,0.6666666666666666,0.3333333333333333,0.0,-0.9867103540953918,1.8619606471549612,-0.06625307388970543,-1,
M-280,7,1,4,0.7142857142857143,0.14285714285714285,0.14285714285714285,0.0,1.5362292993265731,-1.158216927314591,0.2463925463367,-1,
M-281,7,1,3,0.5714285714285714,0.14285714285714285,0.2857142857142857,0.0,1.2454920810483627,-0.6357137073704353,0.8280599212983002,-1,
M-283,8,2,-1,0.375,0.375,0.25,0.0,0.7520976117847927,0.9580163916168984,-0.10522685900141847,-1,
M-286,10,2,18,0.8,0.1,0.1,0.0,3.667003128993935,-0.8138363318746629,-0.2898185825236587,-1,
M-288,8,2,-2,0.25,0.25,0.5,0.0,0.7228415400684265,1.5691554604637226,1.0747347635211002,-1,
M-291,2,1,-1,0.0,0.5,0.5,0.0,-1.1753588835713804,0.4358790994124319,1.5002355129377996,-1,
M-294,3,1,-2,0.0,0.3333333333333333,0.6666666666666666,0.0,-0.8255335606509437,0.8009566357694718,2.3325902090592865,-1,
M-298,5,1,17,0.8,0.2,0.0,0.0,2.373287845850926,-2.38209147311127,-0.16926716411996515,-1,
M-304,4,1,0,0.25,0.25,0.5,0.0,-0.02250580034913746,0.09215623329245266,1.7123083733045044,-1,
M-308,7,1,4,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.0,0.579015890416515,-0.5486497929857225,-0.10545457911808513,-1,
M-312,7,2,-6,0.2857142857142857,0.7142857142857143,0.0,0.0,-0.5397254701249347,0.9773054137426694,-1.5606548640690738,-1,
M-315,7,1,7,0.42857142857142855,0.14285714285714285,0.42857142857142855,0.0,1.3597761552524967,-0.35691678600340143,1.4637979559482313,-1,
M-316,20,4,2,0.5,0.35,0.15,0.0,3.508965531080998,3.66263480380399,-1.901840599044553,-1,
M-320,16,3,-3,0.375,0.4375,0.1875,0.0,1.8483868727667387,2.837866844088948,-1.2921926994342825,-1,
M-321,3,1,-4,0.0,0.3333333333333333,0.6666666666666666,0.0,-0.9875420776438817,0.8984391552003206,2.310961945183954,-1,
M-322,7,2,-1,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.0,0.6719170563772724,1.2405342943584385,0.7986310044992341,-1,
M-325,5,1,9,0.8,0.2,0.0,0.0,1.725253777879175,-1.9921613953878752,-0.2557802196212944,-1,
M-327,6,2,-3,0.16666666666666666,0.5,0.3333333333333333,0.0,-0.18532309007511769,1.3601560396501817,0.17143347843858434,-1,
M-328,7,2,-1,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.0,0.6719170563772724,1.2405342943584385,0.7986310044992341,-1,
M-330,9,2,3,0.4444444444444444,0.2222222222222222,0.3333333333333333,0.0,1.5827572463493504,0.832658221626599,0.4184806047408862,-1,
M-332,7,1,11,0.7142857142857143,0.0,0.2857142857142857,0.0,2.372132853475143,-1.3304273522582644,1.090496539527022,-1,
M-334,10,2,3,0.6,0.3,0.1,0.0,1.78188986530986,0.3439795578869104,-0.6983235494070006,-1,
M-335,8,2,3,0.375,0.375,0.25,0.0,1.0761146457706683,0.7630513527552011,-0.061970331250753845,-1,
M-338,7,1,8,0.8571428571428571,0.0,0.14285714285714285,0.0,2.3388530377674783,-1.6579655333407224,0.46557263681475736,-1,
M-339,6,2,-18,0.0,0.8333333333333334,0.16666666666666666,0.0,-2.2724474915051878,2.2497143051650403,-1.0924952383728015,-1,
M-340,4,1,-3,0.25,0.25,0.5,0.0,-0.2655185758385442,0.2383800124387257,1.679865977491506,-1,
M-342,3,1,0,0.0,0.0,1.0,0.0,-0.0361529727536685,1.0977570334886493,4.147163635396823,-1,
M-344,10,2,4,0.6,0.2,0.2,0.0,2.0511057450776304,0.41352317331649385,-0.14962586873067318,-1,
M-345,7,1,11,0.7142857142857143,0.14285714285714285,0.14285714285714285,0.0,2.103259108801856,-1.4994057453225613,0.3220914699003631,-1,
M-346,4,1,-4,0.0,0.5,0.5,0.0,-1.1840845671313143,0.8204925146919099,1.3611856107809028,-1,
M-347,9,2,-7,0.3333333333333333,0.5555555555555556,0.1111111111111111,0.0,-0.017783044905475158,1.2942694262531627,-1.0217869272874391,-1,
M-350,4,1,-1,0.25,0.25,0.5,0.0,-0.10351005884560638,0.14089749300787702,1.7014942413668384,-1,
M-354,14,4,-2,0.21428571428571427,0.42857142857142855,0.35714285714285715,0.0,1.9147407421729126,3.9970167385381714,-0.8629343822596528,-1,
