player_id,family_name,given_name,shirt_number,position_name,position_code
P-00412,Irusta,Rolando,,goal keeper,GK
P-07877,Jairzinho,not applicable,,forward,FW
P-09609,Janich,Francesco,,defender,DF
P-09125,Jara,Francisco,,forward,FW
P-09793,Jáuregui,Ignacio,,defender,DF
P-04549,Juliano,Antonio,,forward,FW
P-05802,Kang,Bong-chil,,midfielder,MF
P-05383,Kang,Ryong-woon,,forward,FW
P-06635,Káposzta,Benő,,defender,DF
P-02907,Kavazashvili,Anzor,,goal keeper,GK
P-06030,Ke,Seung-woon,,midfielder,MF
P-08475,Khurtsilava,Murtaz,,midfielder,MF
P-01809,Khusainov,Galimzyan,,forward,FW
P-07880,Kim,Bong-hwan,,midfielder,MF
P-06158,Kim,Seung-Il,,forward,FW
P-07442,Kim,Yung-kil,,defender,DF
P-08715,Kitov,Stoyan,,midfielder,MF
P-00653,Kolev,Ivan,,forward,FW
P-00841,Korneyev,Alexey,,defender,DF
P-01802,Kostov,Aleksandar,,forward,FW
P-05842,Kotkov,Nikola,,forward,FW
P-07282,Krämer,Werner,,forward,FW
P-06367,Kuhn,Köbi,,forward,FW
P-08457,Künzli,Fritz,,forward,FW
P-02519,Landa,Honorino,,forward,FW
P-00786,Landini,Spartaco,,defender,DF
P-08353,Lapetra,Carlos,,forward,FW
P-01046,Largov,Dimitar,,defender,DF
P-07860,Lee,Chang-myung,,goal keeper,GK
P-04162,Lee,Keun-hak,,goal keeper,GK
P-03648,Leimgruber,Werner,,defender,DF
P-08786,Leoncini,Gianfranco,,midfielder,MF
P-00822,Li,Chi-an,,forward,FW
P-03904,Li,Dong-woon,,midfielder,MF
P-00642,Lim,Zoong-sun,,defender,DF
P-05013,Lima,not applicable,,midfielder,MF
P-08032,Lodetti,Giovanni,,midfielder,MF
P-02402,López,Nelson,,defender,DF
P-02080,Lorenz,Max,,midfielder,MF
P-03255,Lourenço,João,,forward,FW
P-01238,Lutz,Friedel,,defender,DF
P-02456,Maier,Sepp,,goal keeper,GK
P-03807,Malofeyev,Eduard,,forward,FW
P-01055,Manga,not applicable,,goal keeper,GK
P-06129,Manicera,Jorge,,defender,DF
P-07277,Marcelino,not applicable,,forward,FW
P-06536,Marcos,Rubén,,midfielder,MF
P-02512,Markarov,Eduard,,forward,FW
P-09194,Marzolini,Silvio,,defender,DF
P-03854,Más,Oscar,,forward,FW
P-08217,Mathesz,Imre,,midfielder,MF
P-01731,Mátrai,Sándor,,defender,DF
P-04514,Mazurkiewicz,Ladislao,,goal keeper,GK
P-09477,Mazzola,Sandro,,forward,FW
P-05040,Mercado,Magdaleno,,midfielder,MF
P-03667,Meroni,Luigi,,forward,FW
P-01793,Mészöly,Kálmán,,defender,DF
P-08406,Metodiev,Vasil,,midfielder,MF
P-05455,Metreveli,Slava,,forward,FW
P-08023,Molnár,Dezső,,forward,FW
P-05905,Moore,Bobby,,defender,DF
P-07637,Morais,João,,defender,DF
P-05834,Muller,Lucien,,midfielder,MF
P-01761,Muñoz,Elías,,midfielder,MF
P-06150,Nagy,Antal,,forward,FW
P-02039,Nagy,István,,midfielder,MF
P-01668,Navarro,Ramiro,,forward,FW
P-04794,Naydenov,Georgi,,goal keeper,GK
P-00833,Núñez,Gabriel,,defender,DF
P-01359,Odermatt,Karl,,midfielder,MF
P-03801,Oh,Yoon-kyung,,defender,DF
P-03012,Olivares,Juan,,goal keeper,GK
P-01374,Olivella,Ferran,,defender,DF
P-08731,Onega,Ermindo,,forward,FW
P-07224,Orlando,not applicable,,defender,DF
P-09572,Ostrovskiy,Leonid,,defender,DF
P-01728,Overath,Wolfgang,,midfielder,MF
P-02264,Padilla,Aarón,,forward,FW
P-00566,Paine,Terry,,forward,FW
P-07496,Pak,Doo-ik,,forward,FW
P-02341,Pak,Li-sup,,defender,DF
P-07378,Pak,Seung-zin,,forward,FW
P-01328,Paraná,not applicable,,forward,FW
P-01829,Pascutti,Ezio,,forward,FW
P-07554,Pastoriza,José Omar,,midfielder,MF
P-03141,Patzke,Bernd,,defender,DF
P-00150,Paul,Wolfgang,,defender,DF
P-09918,Peiró,Joaquín,,midfielder,MF
P-03795,Pelé,not applicable,,forward,FW
P-09033,Peña,Gustavo,,defender,DF
P-01517,Penev,Dimitar,,defender,DF
P-09649,Perani,Marino,,midfielder,MF
P-01402,Pereira,José,,goal keeper,GK
P-03942,Peres,Fernando,,midfielder,MF
P-01081,Pérez,Domingo,,forward,FW
P-02147,Perfumo,Roberto,,defender,DF
P-01405,Peters,Martin,,midfielder,MF
P-04074,Pinto,Custódio,,midfielder,MF
P-03074,Pirri,not applicable,,midfielder,MF
P-09296,Piumi,Jean-Claude,,defender,DF
P-06381,Pizzaballa,Pierluigi,,goal keeper,GK
P-06121,Ponomaryov,Vladimir,,defender,DF
P-06927,Porkujan,Valeriy,,forward,FW
P-06775,Prieto,Ignacio,,midfielder,MF
P-08164,Prosperi,Mario,,goal keeper,GK
P-06993,Puskás,Lajos,,forward,FW
P-07846,Quentin,René-Pierre,,forward,FW
P-00677,Rákosi,Gyula,,forward,FW
P-05167,Ramírez,Jaime,,forward,FW
P-04856,Ramírez,Orlando,,forward,FW
P-06059,Ramos,Luis,,defender,DF
P-03187,Rattín,Antonio,,midfielder,MF
P-07101,Regueiro,Luis,,midfielder,MF
P-00699,Reija,Severino,,defender,DF
P-02742,Reina,Miguel,,goal keeper,GK
P-09596,Reyes,Salvador,,forward,FW
P-03172,Rildo,not applicable,,defender,DF
P-05966,Rivera,Gianni,,forward,FW
P-08742,Rivilla,Feliciano,,defender,DF
P-09282,Rizzo,Francesco,,forward,FW
P-09787,Robuschi,Laurent,,forward,FW
P-05145,Rocha,Pedro,,forward,FW
P-07666,Rojas,Alfredo,,forward,FW
P-05185,Roma,Antonio,,goal keeper,GK
P-08655,Rosato,Roberto,,defender,DF
P-03242,Ruvalcaba,Felipe,,forward,FW
P-09509,Ryoo,Chang-kil,,defender,DF
P-05302,Sabo,Yozhef,,midfielder,MF
P-02257,Salvá,Héctor,,midfielder,MF
P-09179,Salvadore,Sandro,,defender,DF
P-06737,Sánchez,Leonel,,forward,FW
P-07131,Sanchís,Manuel,,defender,DF
P-08651,Santos,Djalma,,defender,DF
P-05213,Sarnari,Juan Carlos,,midfielder,MF
P-07640,Sasía,José,,forward,FW
P-01249,Schindelholz,Jean-Claude,,forward,FW
P-06714,Schneiter,Heinz,,defender,DF
P-06318,Schnellinger,Karl-Heinz,,defender,DF
P-04069,Schulz,Willi,,defender,DF
P-03107,Schuth,Johnny,,goal keeper,GK
P-04896,Seeler,Uwe,,forward,FW
P-04344,Serebryanikov,Viktor,,forward,FW
P-04759,Shalamanov,Aleksandar,,defender,DF
P-07920,Shesternyov,Albert,,midfielder,MF
P-06091,Shin,Yung-kyoo,,defender,DF
P-05722,Sichinava,Georgi,,midfielder,MF
P-06234,Sieloff,Klaus-Dieter,,defender,DF
P-02197,Silva,Héctor,,forward,FW
P-04249,Silva,not applicable,,forward,FW
P-09579,Simeone,Carmelo,,midfielder,MF
P-07197,Simeonov,Simeon,,goal keeper,GK
P-07450,Simões,António,,midfielder,MF
P-06683,Simon,Jacques,,midfielder,MF
P-06517,Sipos,Ferenc,,midfielder,MF
P-01980,Solari,Jorge,,midfielder,MF
P-05698,Sosa,Roberto,,goal keeper,GK
P-00669,Sóvári,Kálmán,,defender,DF
P-09122,Springett,Ron,,goal keeper,GK
P-07358,Stierli,Xavier,,midfielder,MF
P-09076,Stiles,Nobby,,midfielder,MF
P-00921,Suárez,Luis,,forward,FW
P-01497,Szentmihályi,Antal,,goal keeper,GK
P-08467,Szepesi,Gusztáv,,defender,DF
P-01309,Tacchella,Ely,,defender,DF
P-06948,Taibo,Walter,,goal keeper,GK
P-00447,Tarabini,Aníbal,,forward,FW
P-03393,Tichy,Lajos,,forward,FW
P-08935,Tilkowski,Hans,,goal keeper,GK
P-05603,Tobar,Armando,,forward,FW
P-06238,Torres,José,,forward,FW
P-01461,Tostão,not applicable,,forward,FW
P-00511,Troche,Horacio,,defender,DF
P-02103,Ubiña,Luis,,defender,DF
P-03109,Ufarte,José,,midfielder,MF
P-04875,Urruzmendi,José,,forward,FW
P-07559,Valdés,Francisco,,forward,FW
P-06885,Valentini,Alberto,,defender,DF
P-04167,Varacka,José,,midfielder,MF
P-04498,Varga,Zoltán,,midfielder,MF
P-01031,Vargas,Javier,,goal keeper,GK
P-07801,Vicente,not applicable,,defender,DF
P-07599,Viera,Milton,,forward,FW
P-07938,Villanueva,Hugo,,defender,DF
P-03578,Voronin,Valery,,midfielder,MF
P-04454,Vuilleumier,Georges,,midfielder,MF
P-08517,Vutsov,Ivan,,defender,DF
P-01433,Weber,Wolfgang,,midfielder,MF
P-04619,Wilson,Ray,,defender,DF
P-07239,Yakimov,Dimitar,,forward,FW
P-02760,Yanchovski,Evgeni,,midfielder,MF
P-07632,Yang,Seung-kook,,forward,FW
P-04105,Yashin,Lev,,goal keeper,GK
P-07857,Yávar,Guillermo,,forward,FW
P-04634,Zhechev,Dobromir,,defender,DF
P-08505,Zhekov,Petar,,forward,FW
P-07351,Zito,not applicable,,midfielder,MF
P-03764,Zoco,Ignacio,,midfielder,MF
