player_id,family_name,given_name,shirt_number,position_name,position_code
P-06963,Čajkovski,Željko,,forward,FW
P-06701,Čajkovski,Zlatko,,midfielder,MF
P-04628,Calonga,Lorenzo,,forward,FW
P-09053,Campatelli,Aldo,,forward,FW
P-02489,Campos,Fernando,,midfielder,MF
P-03702,Cañete,Juan,,forward,FW
P-06661,Cantero,Castor,,midfielder,MF
P-06669,Capparelli,Roberto,,forward,FW
P-04421,Cappello,Gino,,forward,FW
P-06741,Caprile,Emilio,,forward,FW
P-08248,Carapellese,Riccardo,,forward,FW
P-00727,Carbajal,Antonio,,goal keeper,GK
P-01818,Carvallo,Hernán,,midfielder,MF
P-04840,Casari,Giuseppe,,goal keeper,GK
P-06574,Casarín,Horacio,,forward,FW
P-05320,Castilho,Carlos José,,goal keeper,GK
P-08306,Centurión,Pablo,,goal keeper,GK
P-06667,César,not applicable,,forward,FW
P-07982,Céspedes,Casiano,,defender,DF
P-02577,Chico,not applicable,,forward,FW
P-00752,Cockburn,Henry,,midfielder,MF
P-04518,Čolić,Ratko,,defender,DF
P-09862,Colombo,Charlie,,midfielder,MF
P-00495,Coombes,Geoff,,defender,DF
P-03623,Córdoba,Raúl,,goal keeper,GK
P-03304,Corrodi,Eugen,,goal keeper,GK
P-08355,Craddock,Robert,,forward,FW
P-07187,Cremaschi,Atilio,,forward,FW
P-09181,Cuburu,Samuel,,midfielder,MF
P-06115,Đajić,Predrag,,midfielder,MF
P-01169,Danilo,not applicable,,midfielder,MF
P-02173,Díaz,Guillermo,,forward,FW
P-06077,Dickinson,Jimmy,,midfielder,MF
P-05199,DiOrio,Nicholas,,forward,FW
P-03240,Ditchburn,Ted,,goal keeper,GK
P-04926,Eckersley,Bill,,defender,DF
P-02771,Eggimann,Oliver,,midfielder,MF
P-01849,Eizaguirre,Ignacio,,goal keeper,GK
P-00837,Ely,not applicable,,midfielder,MF
P-09817,Farías,Arturo,,defender,DF
P-08600,Fatton,Jacques,,forward,FW
P-00853,Fattori,Osvaldo,,defender,DF
P-06171,Ferrel,Leonardo,,midfielder,MF
P-03077,Finney,Tom,,forward,FW
P-08137,Firm,Vladimir,,forward,FW
P-01766,Flores,Antonio,,midfielder,MF
P-00425,Flores,Miguel,,defender,DF
P-04742,Fretes,César López,,forward,FW
P-00745,Friaça,not applicable,,forward,FW
P-04247,Friedländer,Hans-Peter,,forward,FW
P-09311,Furiassi,Zeffiro,,defender,DF
P-00852,Gaetjens,Joe,,forward,FW
P-03720,Gaínza,Agustín,,forward,FW
P-08978,Gambetta,Schubert,,defender,DF
P-07158,Gärd,Ingvar,,midfielder,MF
P-02796,Gardassanich,Gino,,goal keeper,GK
P-04469,Gavilán,Manuel,,defender,DF
P-02673,Ghiggia,Alcides,,forward,FW
P-01326,Giovannini,Attilio,,defender,DF
P-05019,Godoy Véizaga,Benedicto,,forward,FW
P-01021,Gómez,Gregorio,,defender,DF
P-06842,González,Alberto,,defender,DF
P-03333,González,Armando,,midfielder,MF
P-04821,González,Juan Carlos,,defender,DF
P-09645,González,Matías,,defender,DF
P-05898,Gonzalvo,Josep,,defender,DF
P-08928,Gonzalvo,Marià,,midfielder,MF
P-04288,Greco,Antonio,,defender,DF
P-01561,Guerra,Juan,,forward,FW
P-08011,Guevara,Carlos,,midfielder,MF
P-05087,Gutiérrez,Benigno,,forward,FW
P-00847,Gutiérrez,Eduardo,,goal keeper,GK
P-03448,Gutiérrez,Manuel,,defender,DF
P-00228,Gyger,Rudolf,,defender,DF
P-03263,Hernández,Francisco,,midfielder,MF
P-00282,Hernández,Rosendo,,forward,FW
P-06792,Horvat,Ivica,,defender,DF
P-01594,Hug,Adolphe,,goal keeper,GK
P-01720,Hughes,Laurie,,defender,DF
P-02622,Ibáñez,Carlos,,forward,FW
P-03617,Igoa,Silvestre,,forward,FW
P-00003,Infante,Raimundo,,forward,FW
P-06471,Jair,not applicable,,forward,FW
P-04119,Jara Saguier,Darío,,forward,FW
P-00166,Jeppson,Hasse,,forward,FW
P-05434,Johansson,Gunnar,,defender,DF
P-08932,Jönsson,Egon,,forward,FW
P-02677,Jovanović,Miodrag,,defender,DF
P-06000,Juncosa,José,,forward,FW
P-01799,Juvenal,not applicable,,defender,DF
P-07843,Katnić,Ervin,,midfielder,MF
P-03476,Keough,Harry,,defender,DF
P-04094,Kernen,Willy,,midfielder,MF
P-04264,Leguizamón,Victoriano,,midfielder,MF
P-00104,Lesmes,Rafael,,defender,DF
P-08673,Lindberg,Torsten,,goal keeper,GK
P-02923,Livingstone,Sergio,,goal keeper,GK
P-02013,López,Atilio,,forward,FW
P-08131,Lorenzi,Benito,,forward,FW
P-06646,Lusenti,Gerhard,,forward,FW
P-08718,Maca,Joe,,defender,DF
P-08499,Machuca,Manuel,,defender,DF
P-07140,Magli,Augusto,,midfielder,MF
P-01634,Maldonado,Benjamin,,forward,FW
P-04673,Maneca,not applicable,,forward,FW
P-04023,Mannion,Wilf,,forward,FW
P-07334,Månsson,Arne,,defender,DF
P-05478,Mari,Giacomo,,midfielder,MF
P-03773,Martínez,William,,defender,DF
P-03714,Máspoli,Roque,,goal keeper,GK
P-05206,Matthews,Stanley,,forward,FW
P-08901,Mayanés,Luis,,forward,FW
P-04157,McIlvenny,Ed,,midfielder,MF
P-05765,Mellberg,Bror,,forward,FW
P-02352,Mena,Mario,,forward,FW
P-06216,Míguez,Oscar,,forward,FW
P-00714,Mihajlović,Prvoslav,,forward,FW
P-07326,Milburn,Jackie,,forward,FW
P-07614,Mitić,Rajko,,forward,FW
P-03373,Molowny,Luis,,midfielder,MF
P-04063,Moniz,Frank,,forward,FW
P-09149,Montemayor,Alfonso,,defender,DF
P-00740,Morán,Rubén,,forward,FW
P-07718,Moro,Giuseppe,,goal keeper,GK
P-07259,Mortensen,Stan,,forward,FW
P-03509,Mrkušić,Srđan,,goal keeper,GK
P-00854,Muccinelli,Ermes,,forward,FW
P-09687,Mullen,Jimmy,,forward,FW
P-01054,Muñoz,Manuel,,forward,FW
P-00703,Nando,not applicable,,midfielder,MF
P-01194,Naranjo,José,,forward,FW
P-07136,Navarro,Leonardo,,forward,FW
P-01213,Nena,not applicable,,defender,DF
P-03475,Neury,André,,defender,DF
P-09295,Nicholson,Bill,,midfielder,MF
P-01999,Nilsson,Erik,,defender,DF
P-00888,Nilsson,Stellan,,forward,FW
P-05175,Nordahl,Knut,,midfielder,MF
P-02005,Noronha,not applicable,,midfielder,MF
P-08594,Ochoa,Mario,,midfielder,MF
P-04537,Ognjanov,Tihomir,,forward,FW
P-01505,Ortiz,Héctor,,midfielder,MF
P-08060,Ortuño,Washington,,midfielder,MF
P-01120,Osorio,Hilarión,,forward,FW
P-02963,Palfi,Bela,,midfielder,MF
P-09097,Palmér,Karl-Erik,,forward,FW
P-04878,Pandolfini,Egisto,,forward,FW
P-01488,Panizo,José Luis,,midfielder,MF
P-05310,Paredes,Elioro,,defender,DF
P-01452,Pariani,Gino,,forward,FW
P-05541,Parola,Carlo,,midfielder,MF
P-09812,Parra,José,,defender,DF
P-06142,Paz,Aníbal,,goal keeper,GK
P-03134,Pérez,Julio,,forward,FW
P-08104,Pérez,Mario,,midfielder,MF
P-08289,Pini,Rodolfo,,midfielder,MF
P-03441,Prieto,Andrés,,forward,FW
P-08584,Prieto,Max,,forward,FW
P-07946,Puchades,Antonio,,midfielder,MF
P-01773,Quinche,Roger,,midfielder,MF
P-00449,Quitral,René,,goal keeper,GK
P-01872,Radovniković,Ivo,,midfielder,MF
P-08000,Ramallets,Antoni,,goal keeper,GK
P-08364,Ramsey,Alf,,defender,DF
P-01107,Remondini,Leandro,,midfielder,MF
P-05516,Rey,Kurt,,defender,DF
P-09291,Riera,Fernando,,forward,FW
P-03547,Rijo,Luis,,forward,FW
P-09540,Robledo,George,,forward,FW
P-01819,Roca,José Antonio,,forward,FW
P-07704,Rodrigues,not applicable,,forward,FW
P-06794,Rodríguez Andrade,Víctor,,midfielder,MF
P-08735,Rojas,Carlos,,midfielder,MF
P-09382,Roldán,Fernando,,defender,DF
P-09608,Romero,Carlos,,forward,FW
P-04645,Rosén,Kjell,,midfielder,MF
P-03818,Rui,not applicable,,midfielder,MF
P-00395,Ruiz,Rodrigo,,defender,DF
P-03044,Rydell,Ingvar,,forward,FW
P-06740,Saavedra,Humberto,,midfielder,MF
P-02114,Saez,Osvaldo,,midfielder,MF
P-09363,Samuelsson,Lennart,,defender,DF
P-09908,Sandoval,Eulogio,,midfielder,MF
P-04894,Santos,Nílton,,defender,DF
P-08519,Schiaffino,Juan Alberto,,forward,FW
P-01670,Schneiter,Walter,,forward,FW
P-03620,Scott,Laurie,,defender,DF
P-08444,Sentimenti,Lucidio,,goal keeper,GK
P-02094,Septién,Carlos,,forward,FW
P-08199,Siegenthaler,Hans,,forward,FW
P-05538,Silva,Alfonso,,midfielder,MF
P-03611,Skoglund,Lennart,,forward,FW
P-07578,Soldini,Felice,,midfielder,MF
P-02641,Sosa,Francisco,,forward,FW
P-05970,Souza,Ed,,forward,FW
P-07805,Souza,John,,forward,FW
P-06164,Stanković,Branko,,defender,DF
P-04308,Steffen,Willi,,defender,DF
P-06758,Stuber,Georges,,goal keeper,GK
P-06002,Sundqvist,Stig,,forward,FW
P-02696,Svensson,Kalle,,goal keeper,GK
P-05915,Svensson,Kurt,,forward,FW
P-05532,Svensson,Tore,,goal keeper,GK
P-04231,Tamini,Jean,,forward,FW
P-00524,Tapper,Börje,,forward,FW
P-03669,Taylor,Jim,,defender,DF
P-03194,Tejera,Eusebio,,defender,DF
P-05948,Tognon,Omero,,midfielder,MF
P-06934,Tomašević,Kosta,,forward,FW
P-02085,Ugarte,Víctor Agustín,,forward,FW
P-06468,Unzaim,Leongino,,forward,FW
P-06243,Urroz,Francisco,,defender,DF
P-02449,Valencia,Antonio,,midfielder,MF
P-09349,Varela,Obdulio,,midfielder,MF
P-03257,Vargas,Marcelino,,goal keeper,GK
P-04536,Velázquez,José,,forward,FW
P-02966,Vidal,Ernesto,,forward,FW
P-08188,Vilches,Héctor,,defender,DF
P-05494,Vukas,Bernard,,forward,FW
P-00014,Wallace,Frank,,forward,FW
P-04470,Watson,Willie,,midfielder,MF
P-01689,Williams,Bert,,goal keeper,GK
P-09635,Wolanin,Adam,,forward,FW
P-03434,Wright,Billy,,midfielder,MF
P-03281,Zarra,Telmo,,forward,FW
P-09184,Zetter,Felipe,,defender,DF
P-05390,Zizinho,not applicable,,forward,FW
P-09418,Zlatković,Siniša,,defender,DF
