player_id,family_name,given_name,shirt_number,position_name,position_code
P-04326,Frantzen,Odd,,forward,FW
P-07620,Frigerio,Alessandro,,forward,FW
P-02531,Gałecki,Antoni,,defender,DF
P-01368,Gauchel,Josef,,forward,FW
P-04446,Gellesch,Rudolf,,forward,FW
P-06496,Genta,Mario,,midfielder,MF
P-01522,Giemsa,Edmund,,defender,DF
P-03231,Goldbrunner,Ludwig,,defender,DF
P-00071,Gommers,Frans,,defender,DF
P-08861,Góra,Wilhelm,,midfielder,MF
P-07059,Grahn,Karl-Erik,,midfielder,MF
P-04257,Grassi,Tullio,,forward,FW
P-08891,Guinchard,Albert,,midfielder,MF
P-01865,Habowski,Bolesław,,forward,FW
P-00743,Háda,József,,goal keeper,GK
P-04109,Hahnemann,Wilhelm,,forward,FW
P-09967,Hansen,Sigurd,,midfielder,MF
P-00622,Hansson,Knut,,forward,FW
P-03196,Harting,Jan,,defender,DF
P-01176,Heisserer,Oscar,,forward,FW
P-00858,Henriksen,Kristian,,midfielder,MF
P-05153,Henry,Paul,,midfielder,MF
P-02880,Hércules,not applicable,,forward,FW
P-00879,Hogenbirk,Frans,,midfielder,MF
P-07747,Holmberg,Rolf,,midfielder,MF
P-01601,Holmsen,Øivind,,defender,DF
P-04042,Horák,Václav,,forward,FW
P-00283,Hu Kon,Frans,,defender,DF
P-01274,Huber,Willy,,goal keeper,GK
P-01373,Ileby,Arne,,forward,FW
P-08608,Isaksen,Magnar,,forward,FW
P-02231,Isemborghs,Hendrik,,forward,FW
P-05054,Jacobsson,Sven,,midfielder,MF
P-06616,Jakob,Hans,,goal keeper,GK
P-01519,Janes,Paul,,defender,DF
P-01063,Jasseron,Lucien,,midfielder,MF
P-03663,Jaú,not applicable,,defender,DF
P-08634,Johannessen,Rolf,,defender,DF
P-09976,Johansen,Henry,,goal keeper,GK
P-06290,Jonasson,Sven,,forward,FW
P-03826,Jordan,Auguste,,midfielder,MF
P-04613,Juve,Jørgen,,defender,DF
P-02292,Källgren,Olle,,defender,DF
P-05555,Keller,Tore,,forward,FW
P-08185,Kielholz,Leopold,,forward,FW
P-09281,Kihle,Anker,,goal keeper,GK
P-02746,Kitzinger,Albin,,midfielder,MF
P-07816,Kohut,Vilmos,,forward,FW
P-08895,Kolský,Karel,,midfielder,MF
P-03747,Kopecký,Vlastimil,,midfielder,MF
P-08679,Korányi,Lajos,,defender,DF
P-08541,Korbas,Józef,,forward,FW
P-01268,Košťálek,Josef,,midfielder,MF
P-09683,Kovács,Nicolae,,forward,FW
P-05489,Kowalczyk,Ignace,,forward,FW
P-04741,Kreuz,Arnošt,,forward,FW
P-02480,Kupfer,Andreas,,midfielder,MF
P-09889,Kvammen,Reidar,,forward,FW
P-09898,Lázár,Gyula,,midfielder,MF
P-02297,Lehmann,August,,defender,DF
P-09992,Lehner,Ernst,,forward,FW
P-03023,Leônidas,not applicable,,forward,FW
P-02004,Linderholm,Arne,,midfielder,MF
P-04920,Lis,Kazimierz,,midfielder,MF
P-02409,Llense,René,,goal keeper,GK
P-04607,Locatelli,Ugo,,midfielder,MF
P-09431,Lopes,not applicable,,forward,FW
P-09000,Lörtscher,Ernst,,midfielder,MF
P-00397,Ludl,Josef,,forward,FW
P-07057,Luisinho,not applicable,,forward,FW
P-03153,Łyko,Antoni,,forward,FW
P-07016,Machado,not applicable,,defender,DF
P-01778,Madejski,Edward,,goal keeper,GK
P-01298,Magriñá,José,,forward,FW
P-00667,Martim,not applicable,,midfielder,MF
P-00387,Martinsen,Alf,,forward,FW
P-00480,Masetti,Guido,,goal keeper,GK
P-09767,Mattler,Étienne,,defender,DF
P-03621,Meazza,Giuseppe,,midfielder,MF
P-00019,Meeng,Frans Alfred,,midfielder,MF
P-08314,Michel,Niek,,goal keeper,GK
P-09050,Minelli,Severino,,defender,DF
P-07043,Mock,Hans,,midfielder,MF
P-04494,Moldoveanu,Ioachim,,forward,FW
P-03810,Monzeglio,Eraldo,,defender,DF
P-04464,Münzenberg,Reinhold,,defender,DF
P-08480,Nagy,Miklós,,forward,FW
P-01825,Nariz,not applicable,,defender,DF
P-04640,Nawir,Achmad,,midfielder,MF
P-05627,Nejedlý,Oldřich,,forward,FW
P-04622,Nelis,Joseph,,forward,FW
P-03006,Neumer,Leopold,,forward,FW
P-01289,Nicolas,Jean,,forward,FW
P-05334,Niginho,not applicable,,forward,FW
P-01999,Nilsson,Erik,,defender,DF
P-00952,Nilsson,Harry,,defender,DF
P-09321,Nordby,Sverre,,goal keeper,GK
P-05969,Nožíř,Otakar,,midfielder,MF
P-06562,Nyberg,Arne,,forward,FW
P-00434,Nyc,Erwin,,midfielder,MF
P-02574,Oliveira,Carlos,,forward,FW
P-09119,Olivieri,Aldo,,goal keeper,GK
P-05347,Olmi,Renato,,midfielder,MF
P-03697,Ooms,Klaas,,forward,FW
P-04790,Orth,Josef,,defender,DF
P-06629,Paauwe,Bas,,midfielder,MF
P-08290,Pálinkás,József,,goal keeper,GK
P-00795,Pasinati,Piero,,forward,FW
P-00694,Patesko,not applicable,,forward,FW
P-08897,Pattiwael,Isaak,,forward,FW
P-09785,Paverick,Robert,,defender,DF
P-05503,Pavlovici,Dumitru,,goal keeper,GK
P-00023,Perácio,not applicable,,forward,FW
P-00516,Perazzolo,Mario,,midfielder,MF
P-05377,Persson,Erik,,forward,FW
P-06540,Pesser,Hans,,forward,FW
P-01722,Petit,Jean,,defender,DF
P-00152,Piątek,Leonard,,forward,FW
P-08402,Piec,Ryszard,,forward,FW
P-04594,Piec,Wilhelm,,midfielder,MF
P-08216,Pijpers,Rene,,midfielder,MF
P-08824,Piola,Silvio,,forward,FW
P-07833,Plánička,František,,goal keeper,GK
P-05791,Plenter,Hendrikus,,defender,DF
P-06007,Polgár,Gyula,,midfielder,MF
P-04293,Povolny,Martin,,defender,DF
P-04150,Prassler,Gyula,,forward,FW
P-02061,Puč,Antonín,,forward,FW
P-08569,Punt,Piet,,forward,FW
P-07320,Raffinsky,László,,midfielder,MF
P-05725,Raftl,Rudolf,,goal keeper,GK
P-00226,Rășinaru,Gheorghe,,midfielder,MF
P-00767,Rauch,Oscar,,midfielder,MF
P-06001,Rava,Pietro,,defender,DF
P-08904,Říha,Jan,,forward,FW
P-04054,Roberto,not applicable,,forward,FW
P-04148,Rodríguez,José Antonio,,midfielder,MF
P-06138,Romeu,not applicable,,forward,FW
P-05412,Rulc,Oldřich,,forward,FW
P-06056,Rupf,Eugen,,forward,FW
P-03067,Sadowski,Robert,,goal keeper,GK
P-00466,Samuels,Jack,,defender,DF
P-00916,Sárosi,Béla,,midfielder,MF
P-02366,Sárosi,György,,forward,FW
P-09284,Sas,Ferenc,,forward,FW
P-08493,Scherfke,Fryderyk,,forward,FW
P-03722,Schmaus,Willibald,,defender,DF
P-06206,Senecký,Karel,,forward,FW
P-06194,Serantoni,Pietro,,midfielder,MF
P-05289,Seys,Corneel,,defender,DF
P-06839,Sfera,Lazăr,,defender,DF
P-06647,Siffling,Otto,,forward,FW
P-09336,Šimůnek,Ladislav,,forward,FW
P-08429,Sjöberg,Gustav,,goal keeper,GK
P-01189,Skoumal,Stefan,,midfielder,MF
P-00528,Smellinckx,Philibert,,defender,DF
P-01717,Smit,Kick,,forward,FW
P-05379,Socorro,Héctor,,forward,FW
P-01060,Soedarmadji,Suvarte,,forward,FW
P-04876,Sosa,Mario,,forward,FW
P-00378,Springer,Hermann,,midfielder,MF
P-04040,Stelzer,Adolf,,defender,DF
P-08558,Stijnen,Émile,,midfielder,MF
P-05522,Streitle,Jakob,,defender,DF
P-09244,Stroh,Josef,,forward,FW
P-03175,Svanström,Kurt,,midfielder,MF
P-01037,Szabó,Antal,,goal keeper,GK
P-00497,Szalay,Antal,,midfielder,MF
P-03985,Szczepaniak,Władysław,,defender,DF
P-07985,Szepan,Fritz,,forward,FW
P-04057,Szűcs,György,,midfielder,MF
P-09671,Taihuttu,Hans,,forward,FW
P-03522,Tan,Mo Heng,,goal keeper,GK
P-05602,Tan,See Han,,forward,FW
P-05150,Teilherber,not applicable,,forward,FW
P-07222,Telwe,Rudi,,forward,FW
P-07684,The,Hong Djien,,forward,FW
P-02670,Tim,not applicable,,forward,FW
P-02582,Titkos,Pál,,forward,FW
P-07150,Toldi,Géza,,forward,FW
P-00140,Tuñas,Juan,,forward,FW
P-08224,Turay,József,,midfielder,MF
P-03154,Twórz,Edmund,,defender,DF
P-05990,Unger,Sven,,forward,FW
P-07596,Van Alphen,John,,midfielder,MF
P-03805,van Beuzekom,Leen,,goal keeper,GK
P-02202,Van Den Burgh,not applicable,,midfielder,MF
P-05735,van der Veen,Frans,,forward,FW
P-06016,van Heel,Puck,,midfielder,MF
P-03149,van Male,Adri,,goal keeper,GK
P-01160,van Spaandonck,Henk,,forward,FW
P-03345,Vanden Wouwer,Charles,,forward,FW
P-09195,Vandewyer,André,,goal keeper,GK
P-03814,Vandooren,Jules,,defender,DF
P-06225,Veinante,Émile,,forward,FW
P-05901,Vente,Leen,,forward,FW
P-09834,Vernati,Sirio,,midfielder,MF
P-04863,Vincze,Jenő,,forward,FW
P-00804,Voorhoof,Bernard,,forward,FW
P-05918,Wagner,Franz,,midfielder,MF
P-06534,Wagner,Fritz,,forward,FW
P-06459,Walaschek,Eugen,,forward,FW
P-01504,Walter,not applicable,,goal keeper,GK
P-02632,Wasiewicz,Jan,,midfielder,MF
P-09377,Weber,Mauk,,defender,DF
P-04603,Wels,Frank,,forward,FW
P-08959,Wetterström,Gustav,,forward,FW
P-00461,Wilimowski,Ernst,,forward,FW
P-02878,Wodarz,Gerard,,forward,FW
P-06116,Zatelli,Mario,,forward,FW
P-06064,Zeman,Josef,,forward,FW
P-07858,Zezé Procópio,not applicable,,midfielder,MF
P-01914,Zomers,Hendrikus,,forward,FW
P-04466,Zsengellér,Gyula,,forward,FW
